437,Police departments launch massive enforcement plans to combat road rage .,Police departments launch massive enforcement plans,to combat,road rage
438,It says that Indonesia will lower tariffs on some goods used to make exports .,It,says,Indonesia
439,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",Extendicare Inc.,agreed to buy Arbor Health Care Co. for about,US$ 432 million
440,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",the U.S. dollar,fell against,the yen
441,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",it,(R-nsubj),one of North America 's largest long-term health
442,"He did , and their discussion lit a flame that had temporarily burned out .",their discussion,lit,a flame
443,"Taylor missed only one day of school , but another week went by before she could move her head smoothly to the right , or lift her writing arm up to desk level without pain .",another week,went by before,she
444,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",Calcavecchia,plays,Friday morning
445,"The drill has a keyless chuck , a built-in level for drilling straight holes and nonslip texturing over the whole drill body to provide a firm grip .",nonslip texturing,to provide,a firm grip
446,"On Wednesday , FBI Director Louis Freeh told the Senate Judiciary Subcommittee on Technology , Terrorism and Government Information that the keys and export restrictions are needed by law enforcement to combat criminals in the information age .",the keys and export restrictions,are needed by,law enforcement
447,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",investors,using to buy,the precious metal
448,"The number of passengers on Lufthansa 's domestic routes declined 5.5 percent in the first half , even as overall passenger numbers rose 3 percent .",Lufthansa 's domestic routes,declined,5.5 percent
449,They are moving to install side air bags to provide more protection to the head and chest .,They,are moving to install,side air bags
450,There were also searches of two warehouses owned by the firms in Schleswig-Holstein state and the office of the firms ' tax adviser in Hamburg .,searches of two warehouses,owned by,the firms
451,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",Lewis 's decision,will give,the impetus
452,"Among the other companies that got a boost from restructurings , Sara Lee Corp. gained 17 percent for the week after announcing it will sell some business and cut costs to raise $ 3 billion for a stock buyback .",17 percent,after announcing,it
453,"Some city tests of the water have indeed found small traces of crude oil , and during the trial this summer , Jeff Davis , who supervised a water-pipe replacement in the early 1990s , testified : `` Ooze was coming out of the side next to the water line , and there were pools of oil at the bottom .",Some city tests of the water,have found,small traces of crude oil
454,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic .",the Democratic president,plans to offer,his fast-track bill
455,"When the university 's president , Richard P. Traina , retired in 2000 , he moved right into a spot on the board of the George I. Alden Trust , a $ 135 million foundation that 's run out of Fletcher , Tilton 's offices and which has been a strong Clark supporter .",a $ 135 million foundation,has,a strong Clark supporter
456,"If the other driver is amenable , the agent said he analyzes the client 's policy to determine whether paying for all the damages will cost less money than paying a premium increase over six years .",the agent,analyzes,the client 's policy
457,"Eight percent went to Europe , while 1 percent went to other regions in the world .",Eight percent,went to while,1 percent
458,"NYT News Service And when `` Presidio Med '' fills the time between those scenes with even more stock situations , it may be a sign that it 's time for a moratorium on medical dramas , if not for complete euthanasia .",it,may be that,it
